operation_type|scheduled_start_time|actual_start_time|execution_duration_MILLISECONDS|result_code|original_start_time
LdbcQuery8|1537004804854|1537005035107|1|7|27100700
LdbcQuery13|1537004804903|1537005035109|3|1|27149974
LdbcQuery2|1537004805101|1537005035112|98|20|27347070
LdbcQuery8|1537004805101|1537005035210|2|20|27347070
LdbcQuery10|1537004805347|1537005035212|1459|10|27593440
LdbcQuery8|1537004805347|1537005036672|1|11|27593440
LdbcQuery8|1537004805593|1537005036674|1|3|27839810
LdbcQuery7|1537004805840|1537005036675|399|20|28086180
LdbcQuery13|1537004805840|1537005037075|262|1|28086180
LdbcQuery8|1537004805840|1537005037338|1|0|28086180
LdbcQuery11|1537004805938|1537005037339|4|0|28184728
LdbcQuery12|1537004805938|1537005037344|397|8|28184728
LdbcQuery1|1537004805938|1537005037741|28|11|28184728
LdbcQuery8|1537004806086|1537005037770|1|20|28332550
LdbcQuery4|1537004806135|1537005037772|118|10|28381824
LdbcQuery8|1537004806332|1537005037891|1|10|28578920
LdbcQuery8|1537004806579|1537005037892|1|16|28825290
LdbcQuery14|1537004806727|1537005037893|31997|22|28973112
LdbcQuery13|1537004806776|1537005069891|9|1|29022386
LdbcQuery8|1537004806825|1537005069901|1|20|29071660
LdbcQuery2|1537004806924|1537005069902|110|20|29170208
LdbcQuery11|1537004807022|1537005070013|6|10|29268756
LdbcQuery8|1537004807071|1537005070019|2|20|29318030
LdbcQuery1|1537004807219|1537005070021|87|20|29465852
LdbcQuery10|1537004807318|1537005070109|948|10|29564400
LdbcQuery8|1537004807318|1537005071058|2|20|29564400
LdbcQuery8|1537004807564|1537005071060|0|0|29810770
LdbcQuery7|1537004807712|1537005071061|369|20|29958592
LdbcQuery13|1537004807712|1537005071430|208|1|29958592
LdbcQuery8|1537004807811|1537005071638|1|10|30057140
LdbcQuery4|1537004807909|1537005071640|96|0|30155688
LdbcQuery3|1537004808057|1537005071736|76|10|30303510
LdbcQuery8|1537004808057|1537005071813|1|15|30303510
LdbcQuery11|1537004808106|1537005071815|4|0|30352784
LdbcQuery12|1537004808106|1537005071819|422|6|30352784
LdbcQuery8|1537004808303|1537005072241|2|20|30549880
LdbcQuery5|1537004808500|1537005072244|3160|20|30746976
LdbcQuery1|1537004808500|1537005075405|29|20|30746976
LdbcQuery8|1537004808550|1537005075434|1|4|30796250
LdbcQuery13|1537004808648|1537005075435|290|1|30894798
LdbcQuery2|1537004808747|1537005075725|120|20|30993346
LdbcQuery8|1537004808796|1537005075846|1|20|31042620
LdbcQuery8|1537004809042|1537005075848|1|6|31288990
LdbcQuery14|1537004809141|1537005075849|30214|2|31387538
LdbcQuery11|1537004809190|1537005106064|6|3|31436812
LdbcQuery10|1537004809289|1537005106070|1252|10|31535360
LdbcQuery8|1537004809289|1537005107322|1|11|31535360
LdbcQuery8|1537004809535|1537005107324|1|11|31781730
LdbcQuery7|1537004809584|1537005107325|363|20|31831004
LdbcQuery13|1537004809584|1537005107689|230|1|31831004
LdbcQuery4|1537004809683|1537005107920|90|1|31929552
LdbcQuery1|1537004809782|1537005108011|91|20|32028100
LdbcQuery8|1537004809782|1537005108102|1|17|32028100
LdbcQuery8|1537004810028|1537005108103|1|6|32274470
LdbcQuery12|1537004810274|1537005108104|410|8|32520840
LdbcQuery11|1537004810274|1537005108514|2|0|32520840
LdbcQuery8|1537004810274|1537005108517|1|7|32520840
LdbcQuery13|1537004810521|1537005108518|229|1|32767210
LdbcQuery8|1537004810521|1537005108748|1|6|32767210
LdbcQuery2|1537004810570|1537005108749|115|20|32816484
LdbcQuery8|1537004810767|1537005108865|2|20|33013580
LdbcQuery8|1537004811013|1537005108867|0|4|33259950
LdbcQuery1|1537004811063|1537005108868|87|20|33309224
LdbcQuery10|1537004811260|1537005108956|1346|10|33506320
LdbcQuery8|1537004811260|1537005110303|1|4|33506320
LdbcQuery11|1537004811358|1537005110304|5|3|33604868
LdbcQuery13|1537004811457|1537005110310|153|1|33703416
LdbcQuery7|1537004811457|1537005110464|363|20|33703416
LdbcQuery4|1537004811457|1537005110828|111|10|33703416
LdbcQuery8|1537004811506|1537005110939|1|5|33752690
LdbcQuery14|1537004811555|1537005110941|30155|1|33801964
LdbcQuery8|1537004811753|1537005141097|1|0|33999060
LdbcQuery8|1537004811999|1537005141098|1|8|34245430
LdbcQuery8|1537004812245|1537005141100|1|9|34491800
LdbcQuery1|1537004812344|1537005141101|23|2|34590348
